,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2071,2072,4,0,3,1,153,2,2,0,51,1841,1
10717,10718,4,2,4,3,225,5,1,0,10,1310,0
158,159,0,2,5,5,205,2,0,1,65,3671,1
7005,7006,1,2,3,5,141,2,2,0,9,5000,0
9094,9095,2,2,6,3,253,4,2,0,9,1823,0
352,353,2,2,2,2,267,3,2,1,15,2481,1
6078,6079,3,2,4,1,239,4,0,1,2,5502,0
6236,6237,0,2,4,2,210,3,1,0,9,4163,0
8946,8947,3,2,4,3,236,3,1,1,1,4752,0
10975,10976,4,0,5,2,219,5,1,1,10,1276,0
2920,2921,2,2,5,3,157,4,1,1,1,1306,1
8503,8504,4,0,3,1,202,2,2,0,10,4412,1
4644,4645,3,1,5,3,222,2,2,1,3,4460,1
661,662,4,1,5,3,146,4,1,1,5,1718,1
7057,7058,4,2,4,5,246,2,2,0,3,5705,0
3665,3666,4,2,2,5,135,6,2,0,9,5777,1
7979,7980,4,2,4,4,272,2,1,1,7,4042,1
306,307,3,2,3,1,243,4,0,1,59,3838,1
4790,4791,0,0,5,1,199,10,2,0,8,4140,0
2356,2357,2,2,3,5,264,2,2,1,33,2021,1
1927,1928,4,0,5,2,151,3,2,1,20,1395,1
10276,10277,2,0,4,3,176,5,1,1,2,5751,1
3427,3428,4,0,4,3,148,5,2,0,6,4802,0
8941,8942,4,2,4,4,270,2,2,0,6,5221,0
3638,3639,0,2,3,5,146,5,0,0,7,4538,0
1266,1267,3,2,4,2,221,2,1,0,13,3097,1
1560,1561,3,2,3,3,237,3,2,1,57,3761,1
7179,7180,1,2,5,5,263,4,1,0,9,1551,0
4109,4110,4,0,4,1,223,3,2,0,4,4972,1
7867,7868,4,2,4,3,213,3,2,1,4,4367,0
4904,4905,0,2,3,1,165,2,1,1,6,4445,0
7294,7295,2,2,5,5,254,5,1,0,2,4426,0
514,515,2,2,4,2,174,3,1,1,9,1682,1
894,895,3,2,3,5,198,2,2,0,62,3015,1
8601,8602,1,2,4,5,228,5,1,1,5,1373,1
21,22,1,2,3,1,232,4,2,0,51,2899,1
899,900,4,2,4,3,206,3,2,0,20,2247,1
207,208,1,2,2,2,160,3,1,1,48,1691,1
458,459,0,2,3,2,179,5,1,0,52,1991,1
2430,2431,3,2,3,5,113,2,1,0,19,1660,1
8442,8443,3,2,3,5,252,2,0,1,4,4098,1
9299,9300,4,1,3,3,173,2,1,1,5,4703,0
3389,3390,4,2,4,5,256,3,2,1,10,4504,1
3911,3912,4,2,4,3,104,4,2,1,3,4548,0
5383,5384,4,2,3,5,147,3,1,0,4,5042,0
8907,8908,1,0,2,2,310,3,1,1,1,1549,1
552,553,3,0,3,4,156,2,1,1,8,1145,1
3144,3145,3,1,4,5,139,3,1,1,5,5335,0
6917,6918,4,2,2,2,181,2,1,0,6,1324,1
2056,2057,2,0,3,4,196,3,1,1,47,2447,1
1925,1926,4,0,5,2,161,2,2,0,59,1859,1
634,635,2,2,3,1,141,3,1,1,6,1361,1
6082,6083,2,2,4,3,229,2,2,1,7,5364,1
8508,8509,3,0,3,3,264,3,1,0,6,5482,1
10207,10208,4,2,5,1,259,6,1,0,2,1876,0
10652,10653,0,2,3,2,143,4,1,0,3,5845,0
8619,8620,1,1,5,3,267,6,1,1,10,1027,0
9464,9465,0,0,5,2,233,3,2,0,10,4233,1
105,106,1,2,4,2,144,3,2,1,59,1588,1
3041,3042,4,2,4,3,220,4,1,1,19,3602,1
1709,1710,4,2,3,3,152,2,1,1,32,1665,1
89,90,4,2,4,1,186,4,2,0,57,3880,1
7014,7015,3,2,4,4,145,3,2,1,8,5780,0
3174,3175,3,2,3,2,207,3,0,0,3,4909,1
917,918,4,2,5,3,188,7,2,1,3,3637,1
7833,7834,1,2,3,1,140,2,1,0,8,5253,1
6732,6733,3,2,4,5,162,3,2,0,10,4850,1
1949,1950,4,2,5,1,201,2,2,0,54,2158,1
6368,6369,0,2,4,2,247,4,0,0,9,4588,1
1,2,4,0,4,5,216,2,1,1,59,3088,1
8032,8033,2,2,5,2,263,4,1,1,3,1740,1
6047,6048,4,2,6,3,295,5,1,1,4,1392,0
9127,9128,4,2,6,3,218,6,0,0,5,4352,1
10143,10144,1,0,6,4,247,4,2,1,2,1858,1
2720,2721,0,1,4,3,210,3,1,1,3,2742,1
8783,8784,4,0,4,5,229,4,2,0,6,4157,0
10794,10795,3,2,5,5,224,5,1,0,7,1505,0
3117,3118,1,2,4,3,142,4,1,1,29,1420,1
10423,10424,4,0,3,3,252,2,0,1,1,5707,1
3762,3763,3,2,6,4,237,5,2,0,2,5437,1
213,214,1,2,2,5,160,3,2,0,31,7401,1
778,779,2,2,2,4,177,3,2,1,48,1113,1
3496,3497,2,2,4,3,228,2,0,0,4,4719,1
9718,9719,2,1,3,4,257,5,2,1,10,4901,1
2043,2044,1,1,4,2,260,2,1,0,31,2805,1
8920,8921,2,0,6,2,271,4,2,1,3,1636,0
5420,5421,0,2,3,3,234,3,1,0,8,4839,1
6154,6155,2,1,3,5,148,3,1,0,7,5685,0
8357,8358,4,0,4,5,247,5,2,1,6,1737,0
9595,9596,4,0,4,5,249,3,1,0,7,5509,0
8465,8466,4,2,4,5,182,2,2,0,10,5098,1
4167,4168,1,2,3,2,231,3,1,0,5,5046,0
3788,3789,0,2,3,3,163,3,1,1,5,5638,0
8586,8587,3,2,3,5,251,10,2,1,9,5962,0
583,584,4,2,5,5,182,3,2,0,27,3039,1
10900,10901,2,2,5,5,196,4,2,1,8,4604,1
10984,10985,2,2,5,1,257,5,2,1,1,1102,1
116,117,0,1,4,1,150,4,0,1,60,1024,1
6644,6645,0,2,4,3,258,2,1,0,3,4555,0
10541,10542,4,1,5,4,228,4,1,0,8,4831,1
10944,10945,3,1,5,4,236,5,2,0,4,1948,0
10746,10747,3,2,4,4,252,5,2,1,1,1539,1
9870,9871,3,0,3,4,194,3,2,1,7,4565,0
8712,8713,3,2,4,2,133,6,2,0,9,4879,0
1763,1764,4,1,3,5,286,3,2,0,12,3817,1
1875,1876,1,2,4,5,253,3,1,0,58,3096,1
3224,3225,0,2,3,4,117,3,1,0,6,4046,0
526,527,2,1,5,1,206,2,1,1,2,3490,1
7725,7726,1,2,6,2,260,5,1,0,9,1667,1
2946,2947,3,2,3,5,144,6,1,0,46,1110,1
4473,4474,1,2,3,1,173,2,1,1,10,4115,1
5655,5656,1,2,4,4,198,2,2,1,2,5725,1
8884,8885,2,1,6,4,289,4,1,0,1,1656,0
6059,6060,4,2,3,4,168,3,1,1,5,5964,0
959,960,4,0,5,2,217,3,0,1,21,2600,1
6342,6343,3,2,3,1,286,4,2,1,4,5106,0
3633,3634,1,2,3,1,191,5,1,0,9,5196,1
1050,1051,3,2,3,4,134,4,2,1,53,1887,1
8782,8783,2,0,3,2,273,3,0,1,8,5754,1
8711,8712,4,2,4,5,223,3,1,1,9,5649,1
3380,3381,0,2,4,1,163,8,2,0,9,5489,1
3676,3677,2,1,4,2,273,5,1,0,1,5012,0
5776,5777,2,2,5,4,224,6,1,0,6,1049,1
9962,9963,0,2,4,2,255,5,1,0,7,1378,0
6573,6574,1,0,4,4,223,5,2,1,4,1344,0
5179,5180,4,1,4,5,222,3,2,0,8,4950,0
1607,1608,4,2,3,3,233,3,2,1,35,2204,1
3610,3611,2,2,2,2,152,4,1,1,6,4606,1
10736,10737,0,2,5,3,257,5,2,0,10,1812,0
6635,6636,4,2,3,4,186,4,1,1,6,4403,0
10996,10997,2,2,5,4,242,5,1,0,4,1155,0
791,792,4,2,5,4,133,2,2,1,30,1161,1
8984,8985,0,2,3,1,110,4,2,0,6,5474,1
3056,3057,0,2,3,4,176,3,1,0,4,1095,1
1980,1981,3,2,3,2,157,2,1,1,29,1115,1
3598,3599,2,2,3,4,183,2,1,1,3,4179,1
933,934,1,1,4,4,206,3,2,0,33,2804,1
7424,7425,0,2,6,2,257,4,2,1,2,1012,0
5626,5627,2,0,4,4,139,2,0,0,9,4446,1
1682,1683,0,2,4,3,101,6,1,1,37,1344,1
4179,4180,1,2,4,1,155,3,1,0,4,5666,0
6446,6447,0,0,3,1,154,2,1,0,10,5594,1
4116,4117,3,0,3,4,259,4,2,0,5,4564,1
988,989,2,2,3,1,223,3,2,0,31,3942,1
2896,2897,2,2,2,2,173,2,2,1,34,1575,1
3778,3779,2,2,4,2,229,3,1,0,6,5691,1
5658,5659,3,2,5,1,169,4,2,1,4,4541,0
3093,3094,1,2,4,1,145,6,1,1,32,1673,1
3155,3156,4,0,3,4,149,3,1,1,1,5040,1
1823,1824,4,2,3,5,228,4,2,1,57,2243,1
10594,10595,2,2,3,2,183,2,2,0,6,4313,1
1098,1099,3,0,4,2,181,2,1,0,28,2815,1
2844,2845,3,2,3,2,206,2,2,0,28,2822,1
9078,9079,3,2,4,3,225,2,2,0,2,4169,1
3342,3343,3,2,3,4,145,3,2,1,4,5361,1
38,39,0,2,5,1,215,4,1,0,56,3905,1
6540,6541,3,2,7,5,133,5,1,0,7,1239,1
10294,10295,2,2,3,5,181,4,1,0,1,5812,0
8707,8708,4,2,3,5,248,2,2,1,1,4108,1
3356,3357,0,2,4,3,163,8,2,0,6,5739,0
7813,7814,4,0,4,1,240,3,1,0,4,4787,0
9098,9099,0,2,6,5,298,4,2,0,5,1804,0
8220,8221,3,0,4,4,268,3,2,1,10,4531,0
10182,10183,3,2,6,2,247,4,2,1,3,1118,0
2428,2429,2,2,4,5,192,3,2,0,41,3873,1
5043,5044,1,1,4,2,224,2,1,1,9,5603,1
5346,5347,3,0,3,1,191,2,2,0,10,5073,0
8954,8955,0,2,3,2,271,5,1,1,5,4880,0
4811,4812,4,0,6,5,245,4,1,0,8,1403,0
8476,8477,2,1,5,1,258,6,1,0,7,4344,0
686,687,0,0,4,2,187,2,1,0,6,3625,1
4799,4800,4,0,7,2,250,5,2,1,9,1327,0
7437,7438,1,2,5,2,145,6,2,1,9,4243,0
2353,2354,4,2,3,2,264,3,2,0,43,3439,1
6353,6354,4,2,3,1,132,3,1,0,2,4785,0
4569,4570,1,2,4,5,136,3,2,1,7,4817,1
8213,8214,4,1,4,5,179,3,1,0,4,4487,0
2752,2753,2,0,5,4,167,7,2,0,23,1691,1
9077,9078,4,2,3,2,247,2,0,1,1,4242,0
8073,8074,1,1,4,2,273,2,1,0,9,4221,0
9109,9110,4,2,5,4,231,2,2,0,7,5491,1
1040,1041,0,2,2,1,189,2,0,1,48,2429,1
7491,7492,1,2,4,2,248,6,1,1,1,1415,1
1265,1266,4,2,3,5,283,5,1,0,50,2848,1
10201,10202,4,2,6,4,271,4,1,0,6,1503,0
7059,7060,1,2,3,4,238,2,1,1,3,4723,0
277,278,4,0,4,4,212,3,1,1,21,3307,1
5084,5085,0,0,4,5,133,3,2,1,4,5180,1
9437,9438,4,1,5,5,275,3,1,0,9,1691,1
2382,2383,3,2,3,5,244,3,1,0,8,3154,1
571,572,4,2,4,1,132,3,1,1,63,1901,1
1435,1436,4,2,6,5,100,4,2,0,3,1440,1
9439,9440,4,1,5,4,244,5,2,0,1,1320,0
5352,5353,3,0,5,4,235,2,2,1,9,5549,0
5445,5446,1,2,3,5,252,4,1,0,7,5328,1
1007,1008,4,2,4,5,170,3,1,0,9,1138,1
4543,4544,4,2,6,5,291,4,1,1,3,1102,1
9717,9718,1,1,4,5,268,3,2,1,9,5521,1
2064,2065,3,0,3,4,156,4,2,0,7,1492,1
1136,1137,0,2,5,5,198,5,2,1,36,2803,1
5343,5344,1,0,4,2,181,3,1,1,4,5078,0
294,295,3,2,5,1,186,2,0,0,52,3981,1
8780,8781,0,0,5,5,185,5,1,1,5,4078,0
2403,2404,1,2,3,2,199,4,1,0,47,2208,1
3998,3999,0,2,3,3,256,3,2,1,8,4070,0
3741,3742,1,2,5,1,167,3,2,1,3,4267,1
10155,10156,1,2,4,4,170,3,2,1,4,4062,0
2719,2720,4,1,3,2,134,2,2,0,45,1946,1
10131,10132,1,1,5,4,208,8,2,0,4,5155,1
5150,5151,0,2,4,1,241,4,2,1,5,5080,0
2808,2809,3,2,3,2,146,4,1,1,13,1790,1
9017,9018,4,1,2,2,270,4,1,1,6,5585,0
556,557,2,0,3,3,255,2,0,1,7,3311,1
9834,9835,3,2,3,4,248,3,2,1,7,5299,0
4795,4796,4,0,6,4,247,4,1,0,2,1326,0
2469,2470,1,0,4,2,141,3,2,1,61,1875,1
3738,3739,3,2,5,4,263,2,0,0,8,4914,0
4286,4287,0,2,3,5,170,7,1,0,7,4373,1
2604,2605,3,0,3,3,203,3,2,1,29,3261,1
362,363,0,2,3,5,203,2,2,1,61,3642,1
6924,6925,3,2,6,1,245,4,1,0,10,1606,0
1704,1705,3,2,3,3,245,2,2,0,16,2577,1
2139,2140,1,2,6,3,272,3,1,0,39,2518,1
3239,3240,4,2,4,2,145,3,2,0,4,5122,1
2383,2384,4,2,4,3,163,5,1,1,29,1349,1
7314,7315,3,2,3,1,183,4,1,1,5,5326,0
4311,4312,1,2,5,4,165,4,2,1,7,5091,1
9477,9478,1,2,4,4,181,3,2,0,9,4425,1
1312,1313,2,2,2,2,139,3,2,0,23,1283,1
3930,3931,3,2,4,5,117,5,2,0,1,4378,0
6183,6184,1,2,5,3,182,2,1,1,4,5579,0
1591,1592,4,2,5,3,252,2,1,1,11,3036,1
10335,10336,1,2,3,1,251,3,2,0,4,5291,0
2162,2163,0,2,6,2,195,3,2,1,30,3462,1
2396,2397,0,2,3,2,232,3,1,0,64,3131,1
317,318,4,2,4,5,273,4,2,0,31,2373,1
9516,9517,3,2,4,4,169,4,2,0,8,5493,0
5233,5234,4,2,3,5,221,10,2,0,7,5743,1
5068,5069,2,0,5,2,233,3,0,0,4,4140,0
4036,4037,2,2,5,4,260,6,2,1,8,5440,1
8987,8988,4,2,5,2,235,2,1,0,10,4938,0
3020,3021,0,0,3,3,253,4,2,0,57,2489,1
8228,8229,0,0,3,4,186,2,1,0,4,4585,0
9105,9106,1,2,6,5,294,4,2,1,10,1628,1
5295,5296,1,2,3,4,169,3,1,0,4,5716,0
3972,3973,3,0,4,1,180,3,0,0,5,4346,0
5370,5371,3,2,4,1,158,3,2,1,5,5782,0
4133,4134,4,2,3,4,124,4,2,0,10,5011,0
974,975,0,0,5,3,96,4,2,0,12,1655,1
7291,7292,4,2,4,4,194,4,1,0,10,5024,0
9175,9176,4,0,5,3,224,5,2,1,9,1643,1
954,955,3,0,3,1,214,2,1,0,50,2720,1
9547,9548,4,2,3,2,153,4,0,1,7,4750,1
10247,10248,4,2,4,3,195,3,2,1,5,5863,0
5016,5017,3,2,2,3,198,2,2,0,6,1730,1
10707,10708,1,2,5,2,262,6,1,0,7,1774,0
9179,9180,4,0,5,3,218,6,1,0,6,1519,1
7490,7491,0,2,6,4,269,4,2,0,1,1872,0
1640,1641,0,0,3,2,227,3,2,1,21,2351,1
1290,1291,3,2,4,3,242,3,1,1,1,2808,1
1380,1381,3,0,6,5,118,2,1,0,6,1726,1
1933,1934,4,0,4,2,219,3,1,1,2,3402,1
4675,4676,4,2,4,4,269,4,2,0,3,5032,1
892,893,2,2,4,1,166,3,0,0,3,1453,1
7287,7288,1,2,3,5,236,2,1,1,10,5755,1
4876,4877,2,2,4,2,237,3,1,0,7,4785,0
7906,7907,2,2,3,5,256,2,2,0,6,5375,0
8194,8195,2,1,5,4,265,3,2,1,10,4565,0
10327,10328,4,2,5,2,172,5,2,0,5,4805,0
9041,9042,4,0,3,4,181,3,1,1,10,5276,1
2466,2467,3,0,6,1,126,3,2,0,37,1697,1
7657,7658,4,1,5,2,146,7,1,0,9,5631,0
1913,1914,4,0,4,3,246,2,1,1,60,2086,1
2736,2737,3,0,3,3,191,4,2,0,17,3675,1
726,727,3,2,4,2,214,3,1,0,18,2574,1
7214,7215,0,2,6,1,273,4,1,1,3,1361,1
8245,8246,4,2,3,5,174,2,1,0,4,5692,0
1796,1797,0,0,4,1,242,2,1,1,34,3966,1
3845,3846,4,0,5,2,263,3,1,1,9,4699,1
6402,6403,3,2,4,5,144,2,2,1,8,5478,0
936,937,3,1,3,2,250,3,1,0,49,3798,1
2265,2266,1,2,4,4,223,3,2,0,51,3895,1
824,825,0,0,3,1,142,2,0,1,18,1428,1
7274,7275,0,0,5,2,248,2,1,0,10,4813,0
1389,1390,1,2,5,3,167,3,1,0,51,1573,1
3564,3565,3,0,3,3,263,3,2,0,9,5665,1
9076,9077,2,2,3,2,209,3,2,1,5,4999,0
5429,5430,4,2,3,4,156,3,2,1,6,5255,1
7827,7828,1,2,2,2,173,3,1,0,10,4736,0
5690,5691,0,2,3,5,143,3,1,0,10,5021,0
7878,7879,3,2,3,3,250,2,2,0,8,5067,0
1868,1869,0,2,2,3,211,3,2,0,55,3842,1
8202,8203,3,1,3,3,255,2,1,0,10,5632,0
7486,7487,2,2,4,2,206,4,2,0,5,1679,0
806,807,0,1,3,1,145,4,1,0,58,1751,1
4805,4806,4,0,7,5,278,4,1,0,5,1572,1
9727,9728,4,0,5,4,97,3,2,0,8,4577,0
10077,10078,1,2,4,2,162,3,1,1,7,5614,0
9155,9156,4,1,6,3,276,4,1,0,5,1637,1
7511,7512,4,1,7,5,275,4,1,0,3,1107,0
8056,8057,2,1,5,3,258,3,2,0,1,5719,0
4494,4495,3,1,4,5,244,2,2,0,7,5325,1
2632,2633,2,2,4,5,244,3,1,0,49,3914,1
9807,9808,1,2,4,2,242,6,2,0,10,5655,1
8896,8897,2,1,6,4,294,4,2,1,5,1174,0
8623,8624,4,1,5,1,239,5,1,0,6,1815,0
7832,7833,0,2,5,4,265,2,1,0,2,5164,1
4388,4389,0,0,5,4,175,4,1,1,4,4505,0
145,146,4,0,2,2,248,2,1,1,46,3707,1
6467,6468,4,2,4,1,173,4,2,0,1,4684,0
2033,2034,4,1,3,2,264,4,0,0,32,2754,1
10050,10051,3,2,4,2,166,5,1,1,8,4493,0
1165,1166,4,2,3,4,148,5,2,0,50,1540,1
2050,2051,2,0,5,4,180,2,1,1,52,1122,1
3760,3761,2,2,4,3,197,2,1,1,7,5449,0
4435,4436,4,2,3,3,261,4,2,0,7,4542,1
3430,3431,2,0,3,1,200,2,2,1,10,5178,1
8190,8191,3,2,3,3,231,3,2,0,9,4623,1
9649,9650,4,2,5,2,192,7,2,1,2,4045,1
7069,7070,4,2,4,3,143,2,2,1,1,4402,1
4361,4362,4,1,5,1,172,5,2,0,1,4730,0
9454,9455,2,0,5,1,241,5,2,1,3,1379,0
1771,1772,4,1,3,3,242,3,1,0,7,3127,1
3511,3512,4,2,4,2,177,3,1,1,8,4904,0
271,272,4,0,5,1,182,2,2,0,23,2707,1
8436,8437,3,2,3,1,247,4,1,0,8,5376,1
2032,2033,2,1,3,4,195,2,2,0,32,3719,1
9005,9006,4,2,4,3,245,4,2,1,4,5940,0
10638,10639,3,2,4,3,163,4,2,1,5,5593,0
3810,3811,3,1,4,3,257,10,2,0,3,5881,1
4346,4347,0,2,4,4,280,5,1,0,3,5034,0
545,546,4,0,3,1,168,3,1,1,46,1886,1
3241,3242,4,2,3,4,170,3,1,1,5,4716,1
8930,8931,0,2,6,3,273,5,1,1,8,1746,1
8502,8503,3,0,5,1,179,2,0,1,8,5301,1
9323,9324,4,0,4,2,262,3,1,1,6,5381,0
10907,10908,4,2,2,1,125,4,1,1,1,4097,1
7564,7565,2,2,3,4,184,3,1,1,7,5438,0
920,921,0,2,3,2,214,2,1,1,26,3503,1
10256,10257,0,1,2,2,163,3,1,1,5,5887,0
6640,6641,2,2,4,1,156,2,1,1,8,5488,0
7694,7695,0,2,3,5,159,2,0,0,6,4295,0
8230,8231,2,0,5,1,266,3,1,1,8,4786,1
7126,7127,2,0,3,1,239,3,1,1,2,4425,0
4278,4279,3,2,6,2,271,10,2,0,2,4145,0
2983,2984,4,2,4,3,222,4,2,1,49,3697,1
130,131,2,1,3,5,179,2,1,0,17,1364,1
7980,7981,3,2,2,4,165,3,2,1,7,5856,0
2667,2668,1,2,5,3,162,4,2,1,38,1407,1
7138,7139,2,0,3,4,180,7,0,1,4,4408,0
3223,3224,4,2,5,4,269,3,1,0,3,4489,0
9374,9375,0,2,4,1,261,6,1,0,6,5861,0
7693,7694,4,2,5,1,216,10,2,0,2,5672,0
5392,5393,2,2,2,3,257,2,1,0,1,5331,1
614,615,0,2,5,4,182,4,0,1,20,2212,1
10891,10892,4,2,3,3,149,2,2,0,2,5311,0
1466,1467,0,2,4,1,192,3,1,0,15,3460,1
4497,4498,1,1,3,4,260,4,1,0,10,4109,0
3042,3043,3,2,4,5,267,3,1,0,53,3742,1
9126,9127,3,2,5,1,140,8,2,1,7,5437,0
2419,2420,4,2,4,4,241,3,0,1,39,3798,1
5085,5086,1,0,4,3,138,3,1,0,2,5593,0
3294,3295,3,0,4,1,155,3,1,0,5,4283,1
6737,6738,4,2,6,3,245,5,2,0,8,5678,1
1500,1501,3,1,4,1,271,2,0,1,33,3269,1
9018,9019,3,1,3,4,185,4,2,0,6,5322,0
1521,1522,1,0,4,5,268,3,2,1,7,3622,1
10039,10040,4,2,5,3,229,2,2,0,1,5294,1
4232,4233,0,1,3,1,232,2,2,1,10,4719,0
7686,7687,3,0,5,4,233,4,2,1,1,4255,1
8820,8821,3,2,7,2,307,4,1,1,8,1551,0
4430,4431,0,2,4,1,220,3,2,1,4,4314,0
390,391,3,1,4,1,259,3,1,1,20,2154,1
10845,10846,1,2,4,5,272,4,2,0,9,5034,1
7124,7125,0,0,6,4,260,3,2,1,9,4730,1
5913,5914,1,2,3,5,284,2,1,1,10,5619,0
8592,8593,3,2,4,1,167,4,0,1,7,5264,0
4806,4807,3,0,6,1,260,4,2,0,2,1131,0
9864,9865,3,0,3,4,271,3,2,1,1,4444,1
8238,8239,3,2,5,3,145,3,1,1,3,4077,1
8044,8045,2,2,5,1,248,5,1,0,8,1810,0
10762,10763,2,2,5,2,253,5,2,1,6,1326,0
3993,3994,1,2,3,3,221,3,0,1,5,4568,1
10513,10514,4,2,3,4,205,3,1,0,7,4490,0
6609,6610,1,2,5,1,267,5,2,1,10,1505,0
5319,5320,1,1,4,3,274,3,0,0,7,5517,0
10825,10826,4,0,4,4,258,3,2,1,8,5324,1
7119,7120,1,0,3,4,200,4,2,0,8,4944,0
2421,2422,1,2,3,3,188,5,1,1,25,3992,1
5604,5605,3,1,3,5,253,2,2,1,7,5846,0
1750,1751,2,2,3,1,142,4,1,1,4,1583,1
9930,9931,3,2,5,3,243,6,2,1,10,1729,1
10694,10695,0,0,4,3,239,3,2,1,7,5511,1
338,339,0,2,3,5,261,3,2,1,15,2989,1
8407,8408,4,2,6,5,167,2,1,1,10,4013,1
1341,1342,1,2,5,3,201,2,1,1,4,3757,1
10506,10507,3,2,4,5,200,4,1,0,1,4885,0
7982,7983,0,2,4,4,153,4,1,1,5,5162,0
3640,3641,2,2,3,2,159,3,2,1,4,5577,1
329,330,4,2,4,5,243,4,2,0,41,2782,1
9731,9732,4,0,5,5,173,2,1,1,7,4716,0
3004,3005,2,1,4,5,196,2,1,1,51,3151,1
6960,6961,3,1,3,1,178,4,2,1,9,4298,0
4090,4091,2,1,3,4,188,4,1,1,2,1059,1
2322,2323,3,1,3,5,268,4,0,1,19,2893,1
6667,6668,4,2,3,3,152,2,2,1,3,4193,1
7009,7010,4,2,4,3,169,2,0,1,7,4032,1
4197,4198,1,2,4,4,266,3,2,0,5,4641,0
3549,3550,1,1,4,3,102,3,2,0,3,4845,1
9650,9651,0,2,6,1,117,7,2,0,4,4211,0
8363,8364,4,0,5,1,228,5,1,0,7,1818,0
4203,4204,1,2,4,5,172,4,2,1,8,5900,1
10251,10252,1,1,3,1,267,2,1,0,9,5744,0
9846,9847,3,1,5,5,246,3,2,0,7,5167,0
6185,6186,4,2,3,5,157,2,2,0,4,5991,0
1639,1640,4,0,3,1,233,3,2,1,1,2744,1
9130,9131,2,2,7,5,308,4,2,1,6,1165,0
60,61,3,2,3,1,221,3,1,0,64,2794,1
1240,1241,2,0,4,5,210,4,2,0,28,3905,1
5760,5761,3,0,6,1,290,4,2,1,6,1505,1
5136,5137,3,2,4,1,273,4,1,1,1,4857,0
2343,2344,1,0,4,2,167,2,1,0,5,1169,1
2120,2121,0,2,5,4,177,2,1,1,14,1735,1
1524,1525,3,2,3,1,249,3,1,0,43,3277,1
7617,7618,1,2,5,1,256,4,2,0,5,4970,1
153,154,1,0,3,3,183,2,1,1,53,3932,1
481,482,4,2,4,5,202,3,2,0,46,3181,1
6122,6123,0,2,5,4,275,2,2,1,10,5395,1
7674,7675,3,0,5,4,242,5,2,0,2,1717,1
7101,7102,1,1,5,2,223,5,2,1,5,1484,1
1762,1763,2,1,4,2,190,4,2,1,61,2077,1
8942,8943,0,2,3,1,266,3,1,0,8,4574,0
7715,7716,4,2,5,5,262,5,1,1,6,1887,1
9999,10000,1,0,3,3,158,3,1,1,1,5502,0
7479,7480,1,2,4,5,273,5,2,0,7,1409,0
6212,6213,0,2,4,1,208,3,1,0,6,5345,1
4853,4854,4,2,4,2,159,3,1,1,5,4985,1
2711,2712,4,2,5,2,246,2,2,1,13,2652,1
6766,6767,2,2,2,3,248,4,0,0,2,4521,0
4150,4151,2,2,4,1,253,2,1,0,9,4299,0
1333,1334,4,2,5,5,260,2,1,0,23,3065,1
10358,10359,0,2,4,1,265,3,1,0,4,4249,0
8378,8379,0,2,5,5,268,3,1,0,8,5480,0
9328,9329,2,0,4,5,233,6,2,1,1,5284,0
10337,10338,4,2,4,3,197,3,2,0,6,5395,0
10683,10684,1,0,3,3,176,8,2,1,10,4376,1
10043,10044,4,2,4,2,232,2,1,1,5,4907,0
3850,3851,2,0,4,3,221,4,1,0,1,4865,0
8340,8341,3,1,5,5,261,6,2,0,1,1082,0
4124,4125,0,0,4,1,233,2,1,1,7,4403,1
10585,10586,4,2,4,4,160,5,1,1,6,4055,0
4788,4789,3,1,3,4,195,7,2,0,9,5829,0
2866,2867,2,1,3,3,274,2,2,0,59,3436,1
1386,1387,3,0,3,1,180,3,1,0,29,1414,1
5941,5942,4,2,4,2,244,3,0,1,1,5559,1
3067,3068,4,2,5,5,180,4,0,1,10,1200,1
9975,9976,1,1,4,2,238,5,2,1,9,4618,0
3629,3630,4,2,5,2,134,2,1,1,9,5045,0
10413,10414,1,0,5,1,234,5,2,1,2,1030,1
9859,9860,4,0,4,4,160,4,1,1,1,5520,1
3028,3029,2,0,5,2,172,4,0,0,61,1161,1
2969,2970,4,2,3,4,162,3,1,1,17,1700,1
8646,8647,3,0,4,5,233,6,1,1,8,1176,0
6136,6137,2,2,3,2,177,2,2,1,4,4417,0
8801,8802,4,2,5,2,164,3,2,0,6,4302,0
4263,4264,1,0,4,1,240,4,1,0,6,4811,0
645,646,1,2,4,2,124,3,0,1,60,1107,1
10956,10957,3,0,4,3,192,4,0,1,7,4949,0
2074,2075,2,2,3,4,175,2,1,0,2,1072,1
341,342,4,2,3,2,169,2,0,1,30,1698,1
8041,8042,4,2,6,2,272,5,1,1,8,1045,0
1622,1623,0,1,3,1,180,3,0,0,21,1047,1
7141,7142,4,2,5,3,275,5,1,1,7,1349,0
5796,5797,3,2,4,3,207,5,0,0,6,4145,0
7184,7185,0,2,3,2,214,2,2,1,3,1983,1
8232,8233,3,0,3,3,155,3,2,0,7,5464,0
5475,5476,1,0,4,2,192,3,2,0,3,4922,0
10187,10188,4,2,5,2,243,6,2,1,7,1752,0
74,75,0,2,6,1,238,6,1,0,13,2442,1
10882,10883,2,2,5,2,244,2,2,0,4,4992,1
8633,8634,4,0,5,1,235,5,1,0,10,1920,0
10162,10163,2,2,4,1,162,6,1,1,1,5525,1
2051,2052,4,0,4,5,221,3,1,0,43,3561,1
