,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
5132,3,0,588,82,1,149,0.0,127,279,134,26.9,35,15,27,205,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
5508,10,0,549,82,36,108,0.0,153,237,98,40.0,34,15,27,209,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
3143,3,0,1381,65,182,268,0.0,127,139,245,70.0,34,15,218,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2450,20,0,306,128,147,314,0.0,13,55,283,2455.0,32,7,159,928,12.786517,79.975221,28.635325,76.693244
5079,3,0,223,124,388,91,0.0,134,152,83,25.0,34,15,218,949,23.18918,72.552278,23.042185,72.697893
1968,3,0,1546,67,285,332,1.0,106,286,294,240.0,36,15,26,77,26.19229040350968,91.75127677536251,23.176713,86.933714
3786,3,0,783,61,259,196,0.0,127,196,179,25.0,34,15,74,77,16.560192249175344,80.79229309159955,19.000914,73.20576
3967,3,0,252,95,224,200,0.0,106,191,183,34.0,34,15,78,77,26.19229040350968,91.75127677536251,28.599399,77.02766
3504,3,0,1381,65,368,227,0.0,127,281,205,65.0,34,15,178,77,16.560192249175344,80.79229309159955,17.556417,78.099421
4465,3,0,947,20,119,175,0.0,129,167,158,148.0,36,15,35,364,23.67348,86.129379,23.250966,85.241196
1515,3,0,1047,101,150,332,0.0,17,111,303,2704.0,29,13,218,77,12.849818,79.913634,26.13392,91.775792
3808,3,0,848,61,152,197,0.0,127,166,180,25.0,34,15,76,928,16.560192249175344,80.79229309159955,19.031831,73.105454
4348,3,0,587,82,237,179,0.0,127,209,162,44.7,34,15,27,580,16.560192249175344,80.79229309159955,12.937253,77.527177
1571,3,0,1283,108,334,344,1.0,16,397,313,1200.0,29,5,164,77,12.930429,79.931163,18.750621,73.87719
1125,11,0,1225,54,334,344,0.0,18,380,313,1199.0,29,2,125,218,13.087428,80.184717,18.750621,73.87719
4146,3,0,586,82,36,193,0.0,127,237,176,40.0,34,15,27,77,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
2380,11,0,1224,125,280,321,0.0,102,16,290,1290.0,29,5,125,564,18.750621,73.87719,12.930429,79.931163
1669,3,0,1142,125,342,332,0.0,97,50,304,1178.0,32,6,137,636,18.750621,73.87719,27.236458,75.91729
4267,3,0,148,124,14,184,0.0,134,246,166,210.0,34,15,92,77,23.18918,72.552278,21.724939,72.886993
4974,3,0,239,134,224,111,0.0,148,191,101,34.0,34,15,78,382,28.215147,77.212834,28.599399,77.02766
1455,3,0,1059,24,94,343,0.0,120,327,315,30.0,34,15,41,117,22.231627645808018,84.86986841751269,22.258833,84.679293
245,17,0,444,56,280,357,0.0,29,16,325,2400.0,30,5,218,982,28.373519,76.835337,12.930429,79.931163
1135,3,0,326,128,174,347,0.0,12,87,315,1900.0,30,7,159,177,12.786517,79.975221,22.961777,72.094219
4069,3,0,154,124,273,192,0.0,114,292,174,115.0,34,15,92,584,23.18918,72.552278,22.445263,73.146762
2513,3,0,295,54,142,316,0.0,19,53,285,2300.0,29,16,159,274,13.087428,80.184717,28.373519,76.835337
5865,10,0,538,82,36,12,1.0,127,237,12,40.0,34,15,27,77,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
5185,3,0,1374,65,182,151,0.0,151,364,136,70.0,34,15,77,55,17.46628393767336,78.21574685358303,17.580422,78.207737
3896,3,0,848,61,152,198,0.0,127,166,181,25.0,34,15,76,274,16.560192249175344,80.79229309159955,19.031831,73.105454
5585,12,0,169,23,235,94,0.0,133,246,85,25.0,36,15,33,764,22.917969,72.413979,22.926025,72.484986
3076,14,0,695,64,334,284,0.0,35,397,256,700.0,32,7,113,962,22.961777,72.094219,18.750621,73.87719
1596,3,0,1527,68,164,336,0.0,113,217,308,222.0,36,15,26,945,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3546,3,0,1494,130,124,221,0.0,113,210,200,61.3,36,15,26,58,23.52526791608896,87.26442434857088,22.86817917823971,88.71562820449084
4969,3,0,512,77,338,107,0.0,149,205,97,56.0,34,15,88,366,28.463698,77.333878,28.367355,76.985908
4373,3,0,947,20,119,167,0.0,129,288,151,148.0,36,15,35,578,23.67348,86.129379,23.250966,85.241196
5107,3,0,510,32,338,133,0.0,106,205,120,68.0,34,15,88,465,26.19229040350968,91.75127677536251,28.367355,76.985908
3444,3,0,956,20,256,233,0.0,129,258,209,148.0,34,15,35,794,23.67348,86.129379,23.530626,85.458186
5380,3,0,561,82,36,130,0.0,153,237,117,40.0,34,15,28,632,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1911,3,0,265,56,339,332,0.0,29,13,301,2425.0,29,7,159,474,28.373519,76.835337,12.786517,79.975221
4913,3,0,1462,32,134,154,0.0,106,226,139,25.0,34,15,95,806,26.19229040350968,91.75127677536251,28.413766,77.30103
4498,3,0,130,61,191,94,0.0,127,116,85,35.0,34,15,76,48,16.560192249175344,80.79229309159955,19.230592,72.866317
3738,3,0,1097,116,305,204,0.0,145,351,186,30.0,36,15,45,77,22.22038110012015,84.8605717192225,22.20006869542928,84.8470109507722
5000,3,0,1233,73,360,139,0.0,157,219,125,90.0,34,15,60,312,13.167655,80.271159,12.829465,80.209822
2447,3,0,281,106,28,287,0.0,21,37,259,2400.0,30,2,159,77,12.425747,79.880083,30.000345,76.732209
3427,3,0,955,20,94,235,0.0,129,346,211,293.0,36,15,35,20,23.67348,86.129379,22.258833,84.679293
4746,3,0,1077,118,94,135,0.0,145,249,122,30.0,36,15,45,398,22.22038110012015,84.8605717192225,22.223080894364767,84.66622116237794
5553,12,0,783,61,376,100,0.0,127,166,90,25.0,34,15,74,764,16.560192249175344,80.79229309159955,18.874262,72.957868
2597,5,0,384,75,174,283,0.0,12,88,255,1900.0,32,7,116,285,12.767195,80.064668,22.961777,72.094219
1696,3,0,285,56,339,337,0.0,29,13,306,2425.0,32,7,131,77,28.373519,76.835337,12.786517,79.975221
4546,3,0,1372,65,368,170,0.0,127,281,154,65.0,34,15,77,47,16.560192249175344,80.79229309159955,17.556417,78.099421
1740,3,0,284,56,280,315,0.0,29,16,284,2400.0,30,5,159,285,28.373519,76.835337,12.930429,79.931163
957,3,0,1086,24,94,350,0.0,120,327,321,30.0,36,15,41,800,22.231627645808018,84.86986841751269,22.258833,84.679293
3839,3,0,317,77,134,202,0.0,108,226,185,25.0,34,15,93,447,28.463698,77.333878,28.413766,77.30103
4087,3,0,829,61,281,193,0.0,127,193,176,35.0,34,15,76,284,16.560192249175344,80.79229309159955,19.1253,72.907667
2198,3,0,518,125,232,322,0.0,97,63,294,1384.0,14,6,218,274,18.750621,73.87719,28.664116,77.044933
1860,3,0,908,125,244,322,0.0,97,112,291,2750.0,32,6,190,945,18.750621,73.87719,26.131293,91.749014
3816,3,0,959,9,220,205,0.0,129,320,186,49.9,36,15,35,803,23.675623,86.096278,23.852951,86.428853
2527,3,0,316,64,339,314,0.0,35,13,283,1900.0,29,7,159,928,22.961777,72.094219,12.786517,79.975221
3489,3,0,508,77,134,138,0.0,149,294,125,25.0,34,15,88,779,28.463698,77.333878,28.413766,77.30103
4730,10,0,538,82,36,163,0.0,127,237,148,40.0,34,15,27,830,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
4251,3,0,255,95,66,115,0.0,106,125,105,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.4272,77.206024
5645,12,0,33,137,198,78,0.0,65,139,72,323.4,19,15,66,959,17.105934,80.605204,17.541369446793933,78.17759040314228
3064,3,0,745,125,97,285,0.0,97,95,257,900.0,14,6,191,77,18.750621,73.87719,16.184556,80.332451
5452,3,0,1195,73,350,123,0.0,157,219,110,90.0,34,15,60,935,13.167655,80.271159,12.995898,80.173557
5793,25,0,1060,116,122,41,0.0,145,215,37,339.0,36,15,45,390,22.22038110012015,84.8605717192225,20.739741724979798,86.11676944223885
2531,0,0,1024,56,174,318,1.0,29,87,287,1000.0,29,7,104,790,28.373519,76.835337,22.961777,72.094219
3479,3,0,632,82,315,155,0.0,127,279,140,26.0,36,15,26,134,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
3265,3,0,1341,109,271,238,0.0,59,156,214,1650.0,9,15,188,941,19.1253,72.907667,8.173182,77.665066
3959,3,0,255,95,6,200,0.0,106,191,183,34.0,34,15,78,230,26.19229040350968,91.75127677536251,28.578231,77.04961
4059,3,0,804,61,325,187,0.0,127,188,170,35.0,34,15,73,657,16.560192249175344,80.79229309159955,18.998875,72.854548
3141,3,0,1381,65,182,282,1.0,127,324,255,70.0,34,15,218,77,16.560192249175344,80.79229309159955,17.580422,78.207737
4118,3,0,636,111,1,192,0.0,112,279,175,13.1,34,15,26,220,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
5639,12,0,771,6,146,78,0.0,56,337,71,1172.85,19,15,66,887,16.848492,81.510266,21.152184,79.096731
5045,3,0,1406,113,338,145,0.0,127,205,130,78.0,34,15,166,76,16.560192249175344,80.79229309159955,28.367355,76.985908
4356,3,0,796,37,161,179,0.0,76,335,160,360.15,36,15,26,578,18.970774,72.808712,21.606548,73.009534
3744,3,0,6,47,215,213,0.0,155,255,194,117.0,34,15,54,68,16.5094,80.82117,16.823398,80.074446
4506,3,0,1368,65,182,172,0.0,127,139,156,70.0,34,15,178,3,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2586,3,0,879,106,28,309,0.0,21,37,278,2400.0,29,2,84,897,12.425747,79.880083,30.000345,76.732209
5249,3,0,564,82,294,135,0.0,153,279,122,24.6,34,15,28,806,12.992699792116747,77.80384141110859,12.843107191355518,77.5942828776749
4147,3,0,44,47,11,186,0.0,127,201,169,72.0,34,15,54,77,16.560192249175344,80.79229309159955,16.449872,80.532732
3294,3,0,1480,67,160,206,0.0,106,285,187,210.0,34,15,26,13,26.19229040350968,91.75127677536251,23.386802,87.137925
1417,3,0,281,56,339,344,0.0,29,13,313,2425.0,29,7,159,77,28.373519,76.835337,12.786517,79.975221
2322,3,0,290,41,142,319,0.0,15,53,288,2700.0,29,16,159,375,11.874962,79.714747,28.373519,76.835337
5070,3,0,800,61,325,142,0.0,127,188,128,35.0,34,15,73,794,16.560192249175344,80.79229309159955,18.998875,72.854548
4343,3,0,775,86,170,182,1.0,132,375,163,485.0,34,15,75,364,21.158392,79.06733,22.602459,75.55096
4672,3,0,243,95,251,160,0.0,106,270,145,25.0,34,15,78,364,26.19229040350968,91.75127677536251,28.553908,77.090981
1396,22,0,1273,125,280,344,0.0,102,16,313,1290.0,29,5,164,659,18.750621,73.87719,12.930429,79.931163
3849,3,0,813,61,376,145,0.0,127,338,131,25.0,34,15,73,769,16.560192249175344,80.79229309159955,18.874262,72.957868
1347,3,0,613,4,290,343,0.0,41,95,315,654.0,9,18,218,721,12.722686,77.676518,16.299745,80.443691
1926,3,0,712,125,244,323,0.0,97,112,292,2750.0,14,6,191,285,18.750621,73.87719,26.131293,91.749014
2567,3,0,304,125,265,302,0.0,97,42,272,1400.0,32,6,191,298,18.750621,73.87719,28.30904,76.969455
1857,3,0,316,75,174,334,0.0,10,87,305,1895.0,29,7,159,274,12.767195,80.064668,22.961777,72.094219
2896,3,0,709,125,280,286,0.0,0,5,258,1290.0,29,5,134,77,18.750621,73.87719,12.930429,79.931163
1996,3,0,1283,106,334,330,0.0,21,380,299,1199.0,29,2,164,77,12.425747,79.880083,18.750621,73.87719
3838,3,0,933,20,256,195,0.0,129,348,177,148.0,36,15,35,77,23.67348,86.129379,23.530626,85.458186
248,3,0,449,56,280,355,0.0,29,16,322,2400.0,30,5,192,850,28.373519,76.835337,12.930429,79.931163
1583,3,0,290,128,142,342,1.0,12,53,311,2240.0,29,7,159,146,12.786517,79.975221,28.373519,76.835337
5717,12,0,1234,73,279,63,0.0,127,377,58,177.0,34,15,60,490,16.560192249175344,80.79229309159955,11.928168,79.818779
4675,3,0,134,23,81,159,0.0,127,129,144,80.0,34,15,92,364,16.560192249175344,80.79229309159955,23.707225,72.342213
1674,19,0,625,125,246,337,0.0,96,96,309,934.0,32,12,149,77,18.750621,73.87719,12.683589,77.859239
255,3,0,1361,87,246,362,1.0,27,99,329,400.0,2,0,145,856,11.154594,76.922532,12.683589,77.859239
5691,12,0,1193,73,247,67,0.0,127,275,62,240.0,34,15,60,600,16.560192249175344,80.79229309159955,11.681063,79.717552
5652,12,0,10,36,289,75,0.0,71,242,70,471.45,36,15,70,509,16.546114,80.454207,14.441919,79.538077
1474,3,0,1166,125,342,335,0.0,97,50,307,1178.0,32,6,137,860,18.750621,73.87719,27.236458,75.91729
5465,3,0,1255,73,350,123,0.0,157,219,110,32.9,34,15,60,849,13.167655,80.271159,12.995898,80.173557
5364,3,0,8,0,289,124,0.0,57,242,111,609.0,19,15,75,361,16.510615,81.75956,14.441919,79.538077
5142,3,0,1348,1,154,149,0.0,75,241,134,606.9,9,15,167,806,9.159925,77.836013,13.187219,80.307731
1836,3,0,1249,87,211,335,0.0,27,98,304,400.0,8,0,118,173,11.154594,76.922532,12.746894,77.806168
1721,3,0,1300,106,334,336,0.0,21,380,305,1199.0,29,2,125,785,12.425747,79.880083,18.750621,73.87719
63,5,0,457,64,142,363,1.0,35,53,330,900.0,29,7,115,987,22.961777,72.094219,28.373519,76.835337
4051,3,0,1040,43,122,103,0.0,142,215,93,30.0,36,15,41,77,20.606146,85.981534,20.739741724979798,86.11676944223885
4124,3,0,801,61,376,187,0.0,127,338,170,25.0,34,15,76,77,16.560192249175344,80.79229309159955,18.874262,72.957868
3660,3,0,1302,73,360,212,0.0,127,168,194,90.0,19,15,60,364,16.560192249175344,80.79229309159955,12.829465,80.209822
3491,3,0,1196,73,360,228,0.0,127,219,206,90.0,34,15,60,928,16.560192249175344,80.79229309159955,12.829465,80.209822
4854,3,0,1290,28,269,157,0.0,93,374,140,375.9,19,15,170,127,10.716218,78.66824,13.10158,80.257223
2642,3,0,1255,73,350,210,0.0,127,219,192,90.0,34,15,60,786,16.560192249175344,80.79229309159955,12.995898,80.173557
1994,0,0,979,56,174,333,1.0,29,87,302,1000.0,29,7,104,763,28.373519,76.835337,22.961777,72.094219
4261,3,0,254,134,66,134,0.0,106,125,121,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.4272,77.206024
1411,22,0,675,125,241,338,0.0,102,395,311,47.0,7,4,111,13,18.750621,73.87719,18.739146,74.276619
4769,3,0,507,32,132,159,0.0,106,175,143,45.0,34,15,88,151,26.19229040350968,91.75127677536251,28.261404,77.033418
4736,3,0,822,61,325,113,0.0,135,188,103,35.0,34,15,76,57,19.031831,73.105454,18.998875,72.854548
5146,3,0,135,23,123,134,0.0,127,128,120,150.0,34,15,92,356,16.560192249175344,80.79229309159955,24.176119,72.449485
1698,3,0,851,53,365,333,0.0,11,76,304,2182.0,13,28,202,941,13.010768,79.993135,28.522039,77.481669
2960,3,0,932,20,90,261,0.0,129,147,238,131.0,34,15,35,573,23.67348,86.129379,24.39135043905353,86.57076657489927
3774,3,0,1230,73,271,207,0.0,127,156,186,750.0,19,15,60,77,16.560192249175344,80.79229309159955,8.173182,77.665066
2012,11,0,1219,125,280,330,0.0,102,16,299,1290.0,29,5,125,702,18.750621,73.87719,12.930429,79.931163
1816,5,0,388,128,174,334,0.0,12,87,302,1900.0,29,7,116,684,12.786517,79.975221,22.961777,72.094219
3701,3,0,148,124,123,206,0.0,114,124,187,150.0,34,15,218,77,23.18918,72.552278,24.176119,72.449485
5495,3,0,1260,73,302,102,0.0,157,363,92,177.0,34,15,18,485,13.167655,80.271159,11.986938,79.773631
4847,3,0,1419,113,318,137,0.0,127,272,123,165.0,34,15,95,417,16.560192249175344,80.79229309159955,29.660051,77.724463
3368,3,0,1381,65,182,228,0.0,127,139,206,70.0,34,15,178,836,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
5115,3,0,560,82,8,104,0.0,153,159,94,49.0,34,15,218,424,12.992699792116747,77.80384141110859,12.777874729699617,77.64227553734709
5131,3,0,1041,63,122,150,0.0,142,215,135,30.0,36,15,41,188,20.272669,85.835826,20.739741724979798,86.11676944223885
3950,3,0,1099,116,305,129,0.0,145,351,116,30.0,35,15,45,646,22.22038110012015,84.8605717192225,22.20006869542928,84.8470109507722
1360,3,0,476,4,142,284,0.0,41,53,256,2230.0,9,18,218,364,12.722686,77.676518,28.373519,76.835337
3455,3,0,1374,65,182,227,0.0,151,364,205,70.0,34,15,178,364,17.46628393767336,78.21574685358303,17.580422,78.207737
2791,11,0,1219,125,138,305,0.0,94,18,275,1300.0,29,2,125,284,18.750621,73.87719,13.087428,80.184717
1373,3,0,1453,125,244,336,0.0,97,112,305,2750.0,32,6,191,781,18.750621,73.87719,26.131293,91.749014
3806,3,0,1484,130,164,206,0.0,113,217,187,51.0,36,15,37,928,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
5341,3,0,144,124,123,128,0.0,134,128,115,150.0,34,15,218,116,23.18918,72.552278,24.176119,72.449485
4175,3,0,237,95,282,143,0.0,106,182,129,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.624814,77.21377
1628,11,0,1226,54,334,339,1.0,18,380,308,1199.0,29,2,125,343,13.087428,80.184717,18.750621,73.87719
5057,3,0,506,32,338,133,0.0,106,205,120,68.0,34,15,88,356,26.19229040350968,91.75127677536251,28.367355,76.985908
2260,10,0,571,46,246,328,1.0,44,97,297,215.0,5,25,152,820,12.671093,77.779537,12.683589,77.859239
3537,3,0,116,15,187,230,1.0,123,301,205,614.0,34,15,26,77,21.581377,81.945298,22.85525,86.220932
421,3,0,1436,113,223,353,0.0,111,239,328,35.0,34,15,95,77,28.658633,77.438643,28.91386,77.54849
4009,3,0,1070,43,126,195,0.0,127,165,177,125.0,36,15,41,77,16.560192249175344,80.79229309159955,20.962402,85.150529
2596,5,0,383,75,174,283,0.0,12,87,255,1900.0,29,7,116,810,12.767195,80.064668,22.961777,72.094219
3901,3,0,776,86,170,201,0.0,132,375,182,485.0,34,15,75,77,21.158392,79.06733,22.602459,75.55096
5864,10,0,549,111,36,31,1.0,112,237,30,31.0,34,15,27,369,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
4863,3,0,804,61,376,141,0.0,127,166,127,25.0,34,15,73,932,16.560192249175344,80.79229309159955,18.874262,72.957868
3733,3,0,598,59,35,202,0.0,89,291,184,1055.0,11,15,26,708,21.152184,79.096731,13.118723,77.68797
2854,5,0,457,64,142,299,0.0,35,53,269,900.0,29,7,115,171,22.961777,72.094219,28.373519,76.835337
1406,3,0,709,30,280,293,0.0,101,16,264,1020.0,29,21,134,468,17.638373,74.065262,12.930429,79.931163
2762,3,0,316,56,174,311,1.0,29,87,280,1000.0,29,7,159,77,28.373519,76.835337,22.961777,72.094219
3058,3,0,730,54,334,285,0.0,19,397,257,1199.0,32,16,120,923,13.087428,80.184717,18.750621,73.87719
331,17,0,438,106,28,360,1.0,21,37,328,2400.0,30,2,218,274,12.425747,79.880083,30.000345,76.732209
4394,3,0,1260,73,302,164,0.0,127,377,148,177.0,34,15,60,764,16.560192249175344,80.79229309159955,11.986938,79.773631
4327,3,0,1382,65,287,177,0.0,119,233,160,48.0,34,15,178,364,17.468016283576617,78.21813291539536,17.235460173235783,78.4271247252794
6865,10,0,591,82,8,3,1.0,127,237,2,49.0,34,15,27,890,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
3975,3,0,268,77,338,118,0.0,149,205,107,56.0,34,15,93,90,28.463698,77.333878,28.367355,76.985908
1825,5,0,343,64,142,334,0.0,35,53,303,900.0,32,7,115,77,22.961777,72.094219,28.373519,76.835337
3300,3,0,1434,113,75,233,0.0,111,173,210,33.0,34,15,95,77,28.658633,77.438643,28.553524,77.573405
541,11,0,1226,106,334,349,0.0,21,380,327,1199.0,29,2,125,891,12.425747,79.880083,18.750621,73.87719
1985,5,0,365,53,202,314,0.0,11,41,285,2205.0,29,28,116,284,13.010768,79.993135,28.463698,77.333878
1542,3,0,0,4,290,330,0.0,41,95,302,654.0,9,18,218,299,12.722686,77.676518,16.299745,80.443691
5692,12,0,606,94,136,66,0.0,64,290,61,450.0,19,15,65,643,17.445069,78.461868,15.067329,78.088013
1445,11,0,1221,54,334,347,1.0,18,380,316,1199.0,29,2,125,501,13.087428,80.184717,18.750621,73.87719
5276,10,0,539,82,266,141,0.0,127,280,127,35.9,34,15,27,370,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
837,3,0,279,56,339,353,1.0,29,13,321,2425.0,29,7,159,204,28.373519,76.835337,12.786517,79.975221
4420,3,0,822,61,376,177,0.0,127,338,160,25.0,34,15,76,56,16.560192249175344,80.79229309159955,18.874262,72.957868
5731,12,0,1072,43,122,59,0.0,138,215,55,30.0,36,15,41,266,20.606146,85.981534,20.739741724979798,86.11676944223885
1905,5,0,349,128,142,326,0.0,12,53,295,2240.0,29,7,218,785,12.786517,79.975221,28.373519,76.835337
3565,3,0,888,89,39,226,0.0,130,266,203,113.0,34,15,38,298,26.185619636418977,91.84358193219722,26.330421,91.004055
6874,10,0,594,82,36,9,1.0,127,237,9,40.0,34,15,27,396,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
1914,3,0,687,125,265,294,0.0,97,42,265,1400.0,32,6,191,77,18.750621,73.87719,28.30904,76.969455
3524,3,0,509,32,89,225,0.0,106,178,203,25.0,34,15,88,298,26.19229040350968,91.75127677536251,28.192852,77.249137
3205,3,0,1475,130,300,231,0.0,113,154,207,401.0,34,15,26,77,23.52526791608896,87.26442434857088,25.641719007694395,88.12781912972429
2091,3,0,874,54,142,322,0.0,19,53,291,2300.0,29,16,102,729,13.087428,80.184717,28.373519,76.835337
75,8,0,1314,128,174,362,1.0,12,87,329,1900.0,29,7,117,598,12.786517,79.975221,22.961777,72.094219
4120,3,0,239,95,224,191,0.0,106,191,174,34.0,34,15,78,630,26.19229040350968,91.75127677536251,28.599399,77.02766
5642,12,0,26,76,141,80,0.0,72,268,71,2954.7,19,15,68,957,15.740921,79.271895,27.500025,94.948077
1659,3,0,1539,18,346,338,0.0,87,323,309,174.0,35,15,37,152,22.585401,88.428272,22.536511,88.306921
4067,3,0,947,20,119,190,0.0,129,167,172,148.0,36,15,35,457,23.67348,86.129379,23.250966,85.241196
5696,12,0,988,38,122,66,0.0,145,215,60,399.0,34,15,39,900,22.22038110012015,84.8605717192225,20.739741724979798,86.11676944223885
1804,3,0,621,97,246,333,0.0,45,97,306,0.0,20,22,152,278,12.683589,77.859239,12.683589,77.859239
604,3,0,158,128,174,357,0.0,12,88,323,1900.0,32,7,153,106,12.786517,79.975221,22.961777,72.094219
4354,3,0,876,37,161,180,0.0,76,335,162,360.15,36,15,26,578,18.970774,72.808712,21.606548,73.009534
3485,3,0,508,32,252,107,0.0,106,240,97,64.0,34,15,88,77,26.19229040350968,91.75127677536251,28.512783,77.036893
1399,22,0,1358,125,280,346,1.0,102,16,315,1290.0,29,5,105,77,18.750621,73.87719,12.930429,79.931163
4436,3,0,211,23,123,174,0.0,127,124,157,150.0,34,15,92,665,16.560192249175344,80.79229309159955,24.176119,72.449485
2604,11,0,1225,54,334,287,0.0,19,397,259,1199.0,29,16,125,12,13.087428,80.184717,18.750621,73.87719
1890,3,0,1452,125,244,329,0.0,97,112,298,2750.0,32,6,183,865,18.750621,73.87719,26.131293,91.749014
